protein	strand_corrected_position	count_cons	count	normalised_count	normalised_count_cons	score	normalised_coverage	coverage_normalised	coverage_normalised_cons
dhx35	28	84.79972677595629	99	0.004571059192907932	0.00391539970338703	8627	0.621586569637582	0.007353857718600811	0.006299041669561677
dhx35	29	84.63306010928963	101	0.004663403823067689	0.0039077043175403834	8369	0.6029973341018805	0.007733705539533571	0.006480466988068226
dhx35	30	70.88306010928962	84	0.003878474466709761	0.003272834985192059	8149	0.5871460479861661	0.006605638375685946	0.0055741412148092515
dhx35	31	63.18306010928962	72	0.0033244066857512234	0.002917308159076998	7928	0.5712227105699258	0.00581980832385737	0.00510712915487256
dhx35	32	43.599726775956285	51	0.002354788069073783	0.0020131003220960515	7778	0.5604150154910296	0.004201864696666886	0.0035921598573375032
dhx35	33	37.516393442622956	45	0.002077754178594515	0.00173221873869346	7662	0.5520570646300166	0.0037636583456947628	0.0031377530506821365
dhx35	34	51.266393442622956	59	0.002724166589712808	0.002367088071041784	7576	0.5458606527847828	0.004990589770145732	0.004336432858763057
dhx35	35	39.76639344262295	47	0.002170098808754271	0.0018361064476231854	7483	0.5391598818358672	0.004024963432674132	0.003405495307572122
dhx35	36	22.349726775956285	30	0.0013851694523963432	0.0010319386266486419	7413	0.5341162907990489	0.002593385515959645	0.0019320485902140161
dhx35	37	33.349726775956285	41	0.0018930649182750023	0.001539834092527301	7365	0.5306578283738022	0.0035673928039020716	0.002901745739332846
dhx35	38	20.683060109289617	27	0.0012466525071567088	0.0009549847681821782	7324	0.5277037250522372	0.002362409905356084	0.0018096987435281884
dhx35	39	36.849726775956285	42	0.0019392372333548805	0.0017014371953068743	7287	0.5250378269327761	0.0036935190835367623	0.003240599263574051
dhx35	40	33.849726775956285	40	0.0018468926031951242	0.0015629202500672401	7248	0.5222278262122632	0.003536564906145851	0.0029927938949618135
dhx35	41	21.51639344262295	26	0.0012004801920768306	0.0009934616974154099	7212	0.519633979393328	0.0023102419004207343	0.0019118489875802102
dhx35	42	23.01639344262295	27	0.0012466525071567088	0.001062720170035227	7185	0.5176885942791267	0.0024081127552996466	0.0020528174307472397
dhx35	43	33.01639344262295	38	0.001754547973035368	0.0015244433208340081	7146	0.5148785935586138	0.0034076925997422155	0.0029607820948579903
dhx35	44	36.51639344262295	45	0.002077754178594515	0.0016860464236135816	7128	0.5135816701491462	0.004045615915363814	0.0032829178329591606
dhx35	45	34.51639344262295	41	0.0018930649182750023	0.0015937017934538253	7107	0.5120685928381007	0.003696897143765127	0.003112281861734296
dhx35	46	15.51639344262295	18	0.0008311016714378059	0.0007164278069361414	7090	0.5108437207291592	0.0016269196188836823	0.0014024402725623
dhx35	47	8.849726775956285	12	0.0005540677809585373	0.00040861237307028743	7070	0.5094026947186396	0.001087681291644065	0.0008021401875307665
dhx35	48	18.849726775956285	21	0.0009696186166774402	0.0008703355238690684	7051	0.5080337200086461	0.0019085713772324768	0.0017131451901544182
dhx35	49	31.683060109289617	36	0.0016622033428756117	0.0014628802340608375	7018	0.505656027091289	0.00328722145850251	0.0028930343072856033
dhx35	50	23.349726775956285	29	0.001338997137316465	0.00107811094172852	6997	0.5041429497802435	0.0026559870328448218	0.0021385024668072214
dhx35	51	27.849726775956285	34	0.0015698587127158557	0.0012858863595879714	6984	0.5032062828734059	0.0031197120666929213	0.0025553861375603457
dhx35	52	25.01639344262295	31	0.0014313417674762213	0.0011550648001949833	6971	0.5022696159665682	0.002849747868426693	0.0022996907706076854
dhx35	53	25.51639344262295	31	0.0014313417674762213	0.0011781509577349224	6960	0.5014770516607825	0.002854251780287712	0.002349361658391234
dhx35	54	29.016393442622952	34	0.0015698587127158557	0.0013397540605144958	6953	0.5009726925571006	0.0031336213251522164	0.0026743055667885355
dhx35	55	29.849726775956285	34	0.0015698587127158557	0.0013782309897477276	6949	0.5006844873549967	0.0031354251077541175	0.0027526936115568734
dhx35	56	24.68306010928962	29	0.001338997137316465	0.0011396740285016908	6940	0.500036025650263	0.0026778013355641525	0.0022791838388436553
dhx35	57	19.43306010928962	25	0.0011543078769969525	0.0008972693743323308	6931	0.4993875639455292	0.0023114469809321463	0.0017967395247956168
dhx35	58	20.26639344262295	26	0.0012004801920768306	0.0009357463035655623	6923	0.49881115354132144	0.002406682736650922	0.0018759530474052346
dhx35	59	17.43306010928962	23	0.0010619632468371965	0.0008049247441725746	6919	0.4985229483392175	0.002130219381825907	0.0016146192404062963
dhx35	60	32.43306010928962	37	0.0017083756579554898	0.0014975094703707462	6913	0.49809064053606167	0.0034298489449969974	0.0030064999188884113
